p_val	avg_log2FC	pct.1	pct.2	p_val_adj	threshold
LINC01835	3.91577792374715e-86	-1.63848569839051	0.039	0.111	7.05388235183812e-82	Down
MCM7	6.01554753916151e-86	-1.16522704608186	0.07	0.157	1.08364073370455e-81	Down
CYTIP	7.8466144583253e-86	1.47391059856827	0.139	0.057	1.41348912852272e-81	Up
CALR	7.90090155212366e-86	-0.562395014787191	0.457	0.586	1.42326840559956e-81	Down
DDX1	1.5580555641223e-85	-0.871533926442061	0.131	0.238	2.80668129320991e-81	Down
EMP3	1.8541103361655e-85	1.21757454759879	0.176	0.085	3.33999435956854e-81	Up
FBL	6.23136685195894e-85	-0.883611409658759	0.122	0.227	1.12251842471188e-80	Down
FGD2	1.37636479754534e-84	1.95887150371054	0.091	0.027	2.47938354629817e-80	Up
TMEM170B	3.2250481516592e-84	1.56317537342882	0.132	0.054	5.80960174039888e-80	Up
HCK	6.37436573175687e-84	1.39430388506847	0.133	0.054	1.14827824291868e-79	Up
CAST	2.35525838743757e-83	0.744747632950738	0.332	0.214	4.24276245913005e-79	Up
GCSH	2.79539431456247e-83	-1.31606113047133	0.049	0.125	5.03562331825283e-79	Down
GYPC	3.62618641137609e-83	-1.00827801530342	0.114	0.213	6.5322122014529e-79	Down
SMARCC1	3.66532387324643e-83	-0.637260301695712	0.239	0.364	6.60271442526611e-79	Down
HK3	1.17182661736164e-82	2.41033007619985	0.064	0.012	2.11092846851526e-78	Up
DNAJC9	1.67282354494112e-82	-0.847394446393509	0.134	0.24	3.01342433385694e-78	Down
EIF3E	1.78710409953341e-82	-0.421158394724793	0.478	0.614	3.21928932489948e-78	Down
MARCH1	1.85441549460594e-82	1.43988334285881	0.13	0.053	3.34054407198315e-78	Up
ZFAND5	3.11804417840787e-82	0.965541131279423	0.331	0.224	5.61684478298393e-78	Up
RAB11FIP1	4.94619783709416e-82	1.04866122994981	0.222	0.123	8.91008078374142e-78	Up
ATP5G1	1.1420699783339e-81	-0.833192012056038	0.136	0.242	2.05732485897069e-77	Down
FBXL5	3.00769654139409e-81	1.02197040307295	0.251	0.148	5.41806454966731e-77	Up
NME4	5.64770605033306e-81	-1.45673795516232	0.04	0.11	1.017377767907e-76	Down
TNFAIP3	1.36985475179352e-80	1.18789600551576	0.18	0.09	2.46765634988085e-76	Up
EVI2A	1.70131639984318e-80	0.895076818866624	0.262	0.156	3.06475136267751e-76	Up
SUPT16H	2.14947834801576e-80	-0.659477721708966	0.209	0.328	3.87207029611559e-76	Down
GNL3	2.46508249153191e-80	-0.733574176872922	0.175	0.288	4.44059960024559e-76	Down
HMGN5	3.89532564332255e-80	-1.75511740212415	0.032	0.098	7.01703961388124e-76	Down
NOLC1	8.88374333807168e-80	-0.950030269121607	0.103	0.198	1.60031752492023e-75	Down
GADD45GIP1	1.0591886370693e-79	-0.714963191909754	0.157	0.267	1.90802241081663e-75	Down
LARS	1.09637320288601e-79	-0.68105828907853	0.186	0.3	1.97500668767886e-75	Down
IER3	1.29177281507215e-79	1.95832180088777	0.091	0.028	2.32699954907096e-75	Up
MLEC	1.72936736361775e-79	-0.779225474264979	0.163	0.272	3.11528236882101e-75	Down
SLC11A1	2.09721278680208e-79	1.95353843384634	0.08	0.022	3.77791911414526e-75	Up
YBX1	3.168120733363e-79	-0.310829314702397	0.875	0.922	5.70705268908011e-75	Down
MIR22HG	6.16551691629297e-79	1.82467204244814	0.085	0.025	1.11065621730102e-74	Up
EGFL7	2.99095662818216e-78	-1.09949264385247	0.067	0.149	5.38790927000735e-74	Down
TM7SF3	3.47856668280288e-78	-1.01655054895525	0.09	0.18	6.2662900224011e-74	Down
CEBPB	5.52233592285982e-78	1.51409636534053	0.12	0.048	9.94793593143968e-74	Up
LSM7	1.45709963271489e-77	-0.58423862801467	0.267	0.39	2.6248192783726e-73	Down
CCNL1	2.21501916923348e-77	0.761900032199893	0.406	0.3	3.99013553145719e-73	Up
JAML	2.68604300910704e-77	1.11682933950113	0.183	0.094	4.83863787660542e-73	Up
IRS2	3.39030138975721e-77	1.10511987842723	0.189	0.099	6.10728892350863e-73	Up
YEATS4	6.08792096158585e-77	-0.988195105892021	0.092	0.181	1.09667808202008e-72	Down
DKC1	6.5931689115822e-77	-0.955387874703334	0.093	0.183	1.18769344773242e-72	Down
CSGALNACT2	1.34810957420508e-76	1.01424074198521	0.227	0.131	2.42848458697303e-72	Up
HACD3	1.75869854030531e-76	-1.09994193753787	0.065	0.145	3.16811955050599e-72	Down
ATP2B1	1.88557307447376e-76	0.958395147695836	0.247	0.147	3.39667133635703e-72	Up
SMIM24	2.82105822253823e-76	-1.30366799043889	0.048	0.12	5.08185428208037e-72	Down
CCPG1	4.00966618966316e-76	1.08891509002849	0.203	0.111	7.22301267405923e-72	Up
CD34	8.21289470158603e-76	-1.06544636504518	0.078	0.162	1.47947085154371e-71	Down
DUSP6	8.34682544679835e-76	1.0231747565662	0.312	0.21	1.50359713598626e-71	Up
HIF1A	8.98597856899786e-76	1.07239652275915	0.284	0.184	1.61873417941928e-71	Up
DDX5	1.09206831509362e-75	0.396088714710221	0.739	0.683	1.96725186280966e-71	Up
RPL13AP20	1.3008110753927e-75	-0.54744177494859	0.335	0.456	2.34328107121241e-71	Down
MYL12A	2.10368464718855e-75	0.48961992839463	0.577	0.478	3.78957752344546e-71	Up
NAA38	2.55079044910756e-75	-0.632338728061159	0.218	0.333	4.59499391502236e-71	Down
APOC1	3.34049405404895e-75	-3.71867627087355	0.004	0.043	6.01756598896377e-71	Down
UQCRH	4.69937867999894e-75	-0.486686205764454	0.322	0.45	8.46546075415008e-71	Down
CCND2	4.87442827130205e-75	-0.66983711959334	0.162	0.27	8.78079508792352e-71	Down
YPEL5	5.07195412330056e-75	0.881121917428966	0.294	0.19	9.13661815771363e-71	Up
RNU4ATAC	1.51827771594237e-74	1.7542767028139	0.099	0.036	2.73502547749858e-70	Up
SLC2A3	1.62983234027578e-74	1.50827549413955	0.143	0.066	2.93597997777279e-70	Up
EIF5A	6.31154063960952e-74	-0.617942023260401	0.248	0.363	1.13696093081926e-69	Down
MAN1A1	9.87623122375072e-74	-1.02848532066681	0.118	0.21	1.77910429264645e-69	Down
BEX3	1.37725109337615e-73	-1.31973099681657	0.044	0.112	2.48098011960779e-69	Down
PLAUR	2.58017894660034e-73	1.44835708304729	0.134	0.06	4.64793435440585e-69	Up
CDK4	3.14499199285105e-73	-1.18166863397742	0.057	0.132	5.66538857592188e-69	Down
EBNA1BP2	3.93283884483888e-73	-1.03210275439724	0.069	0.148	7.08461589509275e-69	Down
DNPH1	5.28421150349989e-73	-1.1585181987641	0.065	0.143	9.51897860240471e-69	Down
PM20D2	6.71417909081504e-73	-1.15688501645214	0.06	0.135	1.20949222141942e-68	Down
USP15	7.36203482729997e-73	0.663306794725949	0.44	0.334	1.32619695378982e-68	Up
ASAH1	8.69241380604655e-73	0.985397903024164	0.244	0.148	1.56585142302123e-68	Up
GADD45B	9.04059095854441e-73	1.18725021621816	0.179	0.094	1.62857205527219e-68	Up
NCF1	1.12442546163278e-72	2.1440382686955	0.062	0.014	2.02554002658529e-68	Up
MRPL57	1.47813155051481e-72	-0.702434892038886	0.183	0.291	2.66270617509738e-68	Down
CFP	1.49807548290659e-72	1.33531457797925	0.137	0.062	2.69863317490794e-68	Up
STX11	2.05052617776093e-72	1.52704050238256	0.109	0.042	3.69381785661855e-68	Up
EMB	3.98899676527668e-72	0.594177512241624	0.552	0.453	7.18577877296942e-68	Up
H3F3B	5.43228002045552e-72	0.364155879115244	0.814	0.77	9.78570922884858e-68	Up
ITGAM	6.25414820528591e-72	1.60601346706654	0.097	0.034	1.1266222577002e-67	Up
CD86	8.63928301815131e-72	1.45216265554614	0.113	0.045	1.55628044288978e-67	Up
ARRB2	1.54999349648369e-71	1.00121660980966	0.197	0.108	2.79215828456572e-67	Up
NDUFB6	1.77882326417013e-71	-0.712956469614673	0.151	0.254	3.20437222807608e-67	Down
GLIPR1	1.85152713390896e-71	0.766785290513366	0.317	0.212	3.33534097902361e-67	Up
MSH2	3.22741940256424e-71	-1.18581313467886	0.055	0.127	5.81387331177921e-67	Down
EEF2	4.83733225312562e-71	-0.318367719634358	0.734	0.819	8.7139703207805e-67	Down
LOC107984974	1.52844770053021e-70	-0.416038050396441	0.46	0.589	2.75334568773512e-66	Down
CDC42	1.758964350087e-70	0.462532215031077	0.638	0.567	3.16859838024673e-66	Up
MYO1F	3.40541863929792e-70	1.06266854716313	0.176	0.093	6.13452113683128e-66	Up
LRRK2	5.07054888132477e-70	2.02977294075315	0.067	0.017	9.13408675481844e-66	Up
IARS	5.4717955708717e-70	-1.04385263337001	0.078	0.158	9.85689254136828e-66	Down
TMEM70	6.32903113891128e-70	-0.469416802989291	0.384	0.504	1.14011166936348e-65	Down
RBMX	6.35808839339708e-70	-0.491254554008797	0.334	0.455	1.14534604318655e-65	Down
SDCBP	9.33423976041348e-70	0.987809222645073	0.212	0.122	1.68146995044088e-65	Up
IL13RA1	2.51647307123706e-69	1.26676269979066	0.144	0.069	4.53317459052644e-65	Up
UNG	2.86460384324598e-69	-1.61145565064222	0.026	0.082	5.1602973632233e-65	Down
MDK	3.58065140761869e-69	-1.8388571045549	0.022	0.075	6.4501854456843e-65	Down
CA1	3.69940096738989e-69	-1.00768965589991	0.017	0.067	6.66410090265615e-65	Down
ZNF22	4.07350986232359e-69	-0.764751103455787	0.128	0.222	7.33802066598972e-65	Down
SSRP1	4.55106638844028e-69	-0.745956998458642	0.14	0.236	8.19829099213632e-65	Down
FKBP4	6.18023070785606e-69	-1.54681695217182	0.031	0.089	1.11330675971319e-64	Down
CCT3	6.59801974886938e-69	-0.701842548474567	0.157	0.257	1.18856727756133e-64	Down
SNRPF	6.6731191570607e-69	-0.691468258926855	0.155	0.256	1.20209568495292e-64	Down
BZW2	6.89144125053306e-69	-0.868613490139348	0.107	0.195	1.24142422687102e-64	Down
TREM1	1.57719915675126e-68	2.06543343683412	0.069	0.019	2.84116656097173e-64	Up
RPS14P3	8.43940013072304e-68	-0.299590153567302	0.715	0.808	1.52027353954845e-63	Down
CLEC12A	1.07283904279798e-67	0.881864208389219	0.288	0.191	1.93261225169627e-63	Up
NFIL3	1.23979252687596e-67	1.41548718515982	0.112	0.046	2.23336225791435e-63	Up
CYTL1	1.31425319527661e-67	-1.21694179040991	0.054	0.123	2.36749570597128e-63	Down
ID2	2.28278583941993e-67	0.752214463138814	0.311	0.209	4.11221041113106e-63	Up
FCGR2A	2.46378376627253e-67	1.39860557792827	0.115	0.049	4.43826007656333e-63	Up
RIPOR2	3.75315921812037e-67	0.725544601618066	0.292	0.192	6.76094101552203e-63	Up
ATP5G2	4.62749970731684e-67	-0.511736696262645	0.335	0.449	8.33597797276055e-63	Down
ABCE1	5.33650306294924e-67	-0.812231020241829	0.121	0.211	9.61317661759677e-63	Down
HBD	5.77499203426838e-67	-0.366887078624038	0.027	0.082	1.04030706505311e-62	Down
ITM2B	7.36234133661885e-67	0.580159565556727	0.48	0.382	1.32625216837852e-62	Up
REXO2	8.10537460469865e-67	-1.29110650021554	0.068	0.141	1.46010218129041e-62	Down
TNFSF13B	9.7615091826742e-67	0.840691768729724	0.308	0.211	1.75843826416693e-62	Up
TIMM13	1.60854763957223e-66	-0.799228856375464	0.123	0.213	2.89763771792541e-62	Down
ERH	2.44751098346638e-66	-0.627443616760843	0.209	0.316	4.40894628561634e-62	Down
PILRA	2.78090753579678e-66	1.99004138661343	0.067	0.018	5.00952683498431e-62	Up
CHEK1	4.78507711500191e-66	-1.21717840650432	0.052	0.12	8.61983791496444e-62	Down
RPL31P11	5.30614404428171e-66	-0.639727814462024	0.252	0.361	9.55848788136908e-62	Down
SNHG6	5.91385024705536e-66	-0.397488209365268	0.433	0.556	1.06532098350455e-61	Down
THBS1	6.35160022863791e-66	1.94226678036385	0.11	0.047	1.14417726518683e-61	Up
CENPF	9.01342041261579e-66	-0.691506455898904	0.124	0.216	1.62367755312861e-61	Down
MRPL1	1.17942439616112e-65	-0.843643402006194	0.095	0.178	2.12461510724464e-61	Down
HLA-E	1.36067243279238e-65	0.377059516551526	0.647	0.546	2.4511153204322e-61	Up
CPXM1	1.0318027868328e-64	-1.21669760637279	0.05	0.115	1.85868954020061e-60	Down
RASSF4	1.93348905042642e-64	1.09722085792264	0.135	0.064	3.48298717543815e-60	Up
HNRNPA1P10	2.94158417288784e-64	-0.659782581819979	0.154	0.25	5.29896972904015e-60	Down
CDKN1A	4.44620965048663e-64	1.43816713639263	0.099	0.039	8.00940206438661e-60	Up
AGPAT5	5.76725450935798e-64	-0.922433051472435	0.082	0.16	1.03891322731575e-59	Down
PRDX2	7.40571424433444e-64	-1.46282999976015	0.039	0.099	1.33406536397441e-59	Down
EMILIN2	1.23587284320545e-63	0.964296777635677	0.18	0.099	2.2263013397503e-59	Up
TRIB1	1.78968504604064e-63	1.65768647943846	0.093	0.035	3.22393864193761e-59	Up
GGCT	1.84273683226684e-63	-0.806395940239087	0.115	0.202	3.31950612964548e-59	Down
RGCC	2.07966846742372e-63	1.41224277896084	0.145	0.073	3.74631477721708e-59	Up
RNASEH2B	2.59471206477538e-63	-0.686027765750372	0.135	0.227	4.67411431348637e-59	Down
PHB	4.99864903432026e-63	-0.879038791498721	0.093	0.173	9.00456637042452e-59	Down
RPL22L1	6.1715809086251e-63	-0.524447906159275	0.269	0.38	1.11174858487973e-58	Down
CD36	7.41026053084705e-63	0.773573879274758	0.299	0.202	1.33488433202679e-58	Up
ILF3	7.59767105588528e-63	-0.502877382480147	0.265	0.377	1.36864446400717e-58	Down
AKAP13	7.79562662274494e-63	0.682447948729823	0.328	0.23	1.40430417982127e-58	Up
CCT7	9.79138502299501e-63	-0.769357581732199	0.105	0.189	1.76382009804232e-58	Down
EIF4B	2.23607007932636e-62	-0.338576506068141	0.505	0.626	4.02805664089851e-58	Down
EFHD2	2.26285842077732e-62	0.990949552301678	0.189	0.108	4.07631315918826e-58	Up
METAP2	2.7801685857892e-62	-0.702946625000864	0.183	0.28	5.00819569044066e-58	Down
MSH6	4.06719858464301e-62	-0.985270487194554	0.076	0.15	7.32665153037591e-58	Down
HLTF	4.3397778359126e-62	-1.0764115267188	0.052	0.117	7.81767579361297e-58	Down
PECAM1	4.61506227138975e-62	0.842840096129313	0.23	0.142	8.31357317568149e-58	Up
CES1	5.51657220478681e-62	1.87461109449854	0.066	0.019	9.93755316970296e-58	Up
RPL13AP6	5.72118185677569e-62	-0.512064181703442	0.332	0.445	1.03061369967957e-57	Down
CKS1B	6.53578787218725e-62	-0.86329676743442	0.088	0.166	1.17735682729581e-57	Down
SAMSN1	7.49486800551708e-62	0.988092593777398	0.248	0.16	1.35012552251385e-57	Up
EPCAM	9.27645321342249e-62	-2.91644201522996	0.007	0.044	1.67106028186593e-57	Down
CD300E	9.92536023996803e-62	2.48902850574851	0.047	0.009	1.78795439362784e-57	Up
TNFSF10	2.52958947153655e-61	1.37276203456467	0.13	0.062	4.55680247402594e-57	Up
PHB2	2.77971262846867e-61	-0.716581085837217	0.14	0.23	5.00737432892346e-57	Down
ANP32B	4.54942389674665e-61	-0.409792091572413	0.383	0.502	8.19533220759942e-57	Down
SYNGR1	6.19247239727191e-61	-1.02077307572685	0.069	0.14	1.11551197764456e-56	Down
SQSTM1	7.80650348713249e-61	0.94582436444867	0.219	0.135	1.40626353817205e-56	Up
NPC2	1.36233743193208e-60	0.786665988479917	0.259	0.168	2.45411464988245e-56	Up
HNRNPAB	1.68807753130534e-60	-0.710115791085823	0.128	0.215	3.04090286489344e-56	Down
SNRPG	2.62529614855905e-60	-0.536290630211098	0.261	0.369	4.72920848201426e-56	Down
KLHL23	4.14879719911798e-60	-1.89760796516965	0.016	0.059	7.47364327449112e-56	Down
MRTO4	4.56690224673929e-60	-1.15923755449847	0.05	0.113	8.22681770727616e-56	Down
GINS2	4.70149267261592e-60	-1.64755627948672	0.023	0.072	8.46926890045031e-56	Down
SULF2	5.17179091697605e-60	1.64174354841535	0.078	0.027	9.31646415784065e-56	Up
UHRF1	7.75987994107415e-60	-1.30225162188051	0.037	0.093	1.3978647725851e-55	Down
SLC25A5	8.96279735365285e-60	-0.469145677260856	0.312	0.424	1.61455831528702e-55	Down
CENPH	1.22883686864358e-59	-1.37540363395487	0.034	0.089	2.21362673517455e-55	Down
C9orf72	1.29215023177943e-59	1.36033217908032	0.105	0.045	2.32767942752746e-55	Up
HLA-DRA	1.4647389538354e-59	0.631068302186743	0.611	0.539	2.6385807514391e-55	Up
NIFK	1.82497511765166e-59	-0.773165464647527	0.112	0.195	3.2875101769377e-55	Down
HELLS	1.85872112713065e-59	-1.10048074590169	0.057	0.122	3.34830023841316e-55	Down
CCT8	2.00221191478391e-59	-0.609739422224273	0.19	0.288	3.60678454329174e-55	Down
SUMO2	3.83695385815082e-59	-0.396195389967921	0.372	0.49	6.91188868007289e-55	Down
RRM1	3.95986637820081e-59	-1.06886579023537	0.063	0.13	7.13330329369094e-55	Down
SLIRP	4.91914867516921e-59	-0.64412868984166	0.196	0.292	8.86135442344982e-55	Down
MSI2	4.94881298519156e-59	-0.767035405836801	0.118	0.202	8.91479171152408e-55	Down
BRCA1	8.07051434545708e-59	-1.03746594782531	0.06	0.126	1.45382245419064e-54	Down
KLF2	1.3007622773547e-58	1.13378286069994	0.148	0.077	2.34319316642676e-54	Up
USP1	1.58905201103446e-58	-0.565762188323072	0.183	0.28	2.86251829267747e-54	Down
HMGN1	2.55385174819979e-58	-0.387806143378957	0.385	0.503	4.6005085392071e-54	Down
RUNX1T1	2.74349875523244e-58	-1.86649915120672	0.014	0.056	4.94213865767571e-54	Down
AKR1C3	2.87067457962145e-58	-1.11884192535824	0.052	0.114	5.17123318773009e-54	Down
JMJD1C	4.32860643559668e-58	0.675902134539935	0.36	0.266	7.79755163308387e-54	Up
CD38	4.610940207115e-58	-1.0022160109339	0.068	0.136	8.30614768909696e-54	Down
PLEK	5.08835841011086e-58	0.71667345322523	0.422	0.335	9.1661688399737e-54	Up
G3BP1	5.58550965760718e-58	-0.798900871161501	0.114	0.196	1.00617370972136e-53	Down
SOD1	9.559369824342e-58	-0.472031229104632	0.306	0.413	1.72202488015697e-53	Down
CD63	1.03276139516575e-57	0.589612902975302	0.398	0.302	1.86041637725158e-53	Up
SMIM25	1.04123265629081e-57	2.63296411608215	0.041	0.007	1.87567650704226e-53	Up
HBB	1.78312751923162e-57	-0.34395785987787	0.131	0.209	3.21212591314385e-53	Down
SIRPB1	2.20942016641049e-57	1.79710756048477	0.063	0.019	3.98004948777186e-53	Up
FAM216A	2.68507302732802e-57	-1.10173763743681	0.05	0.111	4.83689055142869e-53	Down
P2RY13	2.88273777676592e-57	1.48182068279443	0.089	0.035	5.19296383106613e-53	Up
RNU5F-1	2.93189273993981e-57	1.50649464260719	0.086	0.033	5.28151158172757e-53	Up
MRPL12	4.64793987041487e-57	-1.1414244697062	0.047	0.106	8.37279888256534e-53	Down
SGK1	6.94656515183496e-57	1.80499655998836	0.074	0.026	1.25135424645155e-52	Up
SMC2	9.49463311548817e-57	-0.874718009675577	0.095	0.171	1.71036320942404e-52	Down
IGF2R	1.05147198837579e-56	1.20406764926004	0.106	0.047	1.89412163986014e-52	Up
SEPT6	1.11349948217086e-56	-0.534564267110242	0.224	0.325	2.00585796718259e-52	Down
PLD3	1.30481175556994e-56	1.00973652562837	0.151	0.081	2.35048789648369e-52	Up
NONO	2.68136533934642e-56	-0.429742307617875	0.322	0.432	4.83021152229864e-52	Down
CLEC4E	2.85852677584105e-56	2.66398964154459	0.042	0.007	5.14935013400006e-52	Up
CCDC58	3.35015801168244e-56	-1.02790871344352	0.063	0.128	6.03497464224474e-52	Down
ATP5G3	3.79663010119406e-56	-0.453657773975567	0.286	0.393	6.83924946429099e-52	Down
MRPL3	5.94688894534102e-56	-0.820230934025884	0.086	0.159	1.07127257461373e-51	Down
CBX3	9.84775114858832e-56	-0.413321601862975	0.412	0.518	1.7739738919067e-51	Down
TOP2A	1.29263547332921e-55	-0.677868733856059	0.104	0.183	2.32855354165524e-51	Down
NPR3	1.30277088377169e-55	-0.891119235066633	0.067	0.133	2.34681147002633e-51	Down
ENOSF1	1.31462177407176e-55	-0.932489675344738	0.065	0.13	2.36815966381287e-51	Down
SYNCRIP	1.3394890911093e-55	-0.443204449383509	0.276	0.384	2.41295564872429e-51	Down
LY96	1.41270788546662e-55	1.44248390189159	0.079	0.029	2.54485198487957e-51	Up
ARPC1B	2.03959406128322e-55	0.521160925055284	0.452	0.361	3.6741247419956e-51	Up
CDC42SE1	4.98392555563021e-55	0.581510044859749	0.299	0.205	8.97804349591227e-51	Up
SNHG5	7.29472177778643e-55	-0.307102795698607	0.584	0.688	1.31407118105045e-50	Down
KLF10	7.41977177442613e-55	0.879678701951315	0.228	0.147	1.33659768744512e-50	Up
G0S2	7.53953834549376e-55	3.40326615431774	0.042	0.008	1.35817243755725e-50	Up
BIN2	9.31607494509867e-55	0.642868529334299	0.281	0.191	1.67819774061007e-50	Up
SCIMP	1.56416858272101e-54	1.69915821652129	0.072	0.025	2.81769328491363e-50	Up
CDC42BPA	1.88378959338891e-54	-2.10574919200834	0.011	0.047	3.39345857353078e-50	Down
NREP	1.97285455194442e-54	-0.696059365613962	0.132	0.215	3.55390018987268e-50	Down
FOSB	2.0577944954805e-54	0.925742226555903	0.19	0.114	3.70691100415858e-50	Up
EIF3L	2.06321920196179e-54	-0.450519432427166	0.317	0.421	3.71668307041397e-50	Down
APOBEC3A	2.74787165088652e-54	3.30680331481645	0.034	0.004	4.95001599190698e-50	Up
FCGRT	2.80780242593605e-54	1.07888509180368	0.131	0.066	5.0579752900812e-50	Up
OSTC	3.18246932626687e-54	-0.511968207956633	0.221	0.319	5.73290024433713e-50	Down
LINC01623	6.92329737438952e-54	-0.639985411395659	0.159	0.246	1.24716278902253e-49	Down
GTF3A	7.0218156940726e-54	-0.404164835075131	0.373	0.484	1.26490987913024e-49	Down
IDH2	7.22387516306206e-54	-0.874073925880544	0.085	0.155	1.301308871874e-49	Down
RAB31	7.30091468634606e-54	0.948509208167077	0.168	0.096	1.31518677159838e-49	Up
SSB	7.62418484329344e-54	-0.527960609407516	0.206	0.302	1.37342065767088e-49	Down
CKS2	1.25836473957326e-53	-0.757299154903194	0.116	0.193	2.26681824186727e-49	Down
CHCHD2	1.44821700154374e-53	-0.424677382959976	0.361	0.466	2.60881810658089e-49	Down
HLA-C	1.93510227840174e-53	0.370195732300817	0.606	0.519	3.4858932443129e-49	Up
HIST1H1D	2.20408407194969e-53	-0.503168036965084	0.297	0.401	3.97043704721018e-49	Down
SHTN1	2.87659048743619e-53	1.43374501315354	0.08	0.031	5.18189010406756e-49	Up
PA2G4P4	3.55799413829505e-53	-1.11791378493931	0.046	0.103	6.40937064072471e-49	Down
EIF5B	5.0038326692986e-53	-0.507270644537965	0.233	0.331	9.0139041704745e-49	Down
FGD4	7.98875517382344e-53	1.46659402289747	0.083	0.033	1.43909435701255e-48	Up
IPO7	2.2182228686375e-52	-0.617045428934775	0.147	0.232	3.99590667556359e-48	Down
FLNA	2.61825922935042e-52	0.7362355882253	0.233	0.151	4.71653217575185e-48	Up
